,Model,Classifier,Parameters,AUC-ROC,Accuracy,Prec@5,Prec@10,Prec@20,Rec@5,Rec@10,Rec@20,F@5,F@10,F@20

201,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 25, 'weights': 'distance'}",0.697928026,0.711340206,1,1,0.64516129,0.222222222,0.631578947,0.740740741,0.363636364,0.774193548,0.689655172

202,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 50, 'weights': 'uniform'}",0.638071004,0.711340206,1,1,0.580645161,0.222222222,0.631578947,0.72,0.363636364,0.774193548,0.642857143

203,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 50, 'weights': 'distance'}",0.658306071,0.711340206,1,1,0.580645161,0.222222222,0.631578947,0.72,0.363636364,0.774193548,0.642857143

204,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 1, 'weights': 'uniform'}",0.592632982,0.711340206,0,0,1,0,0,0.448275862,0,0,0.619047619

205,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 1, 'weights': 'distance'}",0.592632982,0.711340206,0,0,1,0,0,0.448275862,0,0,0.619047619

206,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.65648855,0.757731959,0,0,0.625,0,0,0.344827586,0,0,0.444444444

207,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'distance'}",0.654671029,0.75257732,0,0,0.533333333,0,0,0.296296296,0,0,0.380952381

208,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 10, 'weights': 'uniform'}",0.733127348,0.737113402,0,0,0.714285714,0,0,0.3125,0,0,0.434782609

209,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 10, 'weights': 'distance'}",0.735247789,0.737113402,0,1,0.625,0,0.277777778,0.535714286,0,0.434782609,0.576923077

210,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 25, 'weights': 'uniform'}",0.676905368,0.711340206,1,1,0.64516129,0.222222222,0.631578947,0.740740741,0.363636364,0.774193548,0.689655172

211,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 25, 'weights': 'distance'}",0.697928026,0.711340206,1,1,0.64516129,0.222222222,0.631578947,0.740740741,0.363636364,0.774193548,0.689655172

212,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 50, 'weights': 'uniform'}",0.638071004,0.711340206,1,1,0.580645161,0.222222222,0.631578947,0.72,0.363636364,0.774193548,0.642857143

213,TR:2000-2004&TS:2005_KNN_Standardized,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',

           metric_params=None, n_jobs=1, n_neighbors=50, p=2,

           weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 50, 'weights': 'distance'}",0.658306071,0.711340206,1,1,0.580645161,0.222222222,0.631578947,0.72,0.363636364,0.774193548,0.642857143

0,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.836845893,0.721153846,0,0.571428571,0.75,0,0.235294118,0.617647059,0,0.333333333,0.677419355

1,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.868818752,0.658653846,1,0.8,0.902439024,1,1,1,1,0.888888889,0.948717949

2,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.803228128,0.673076923,0,0.571428571,0.535714286,0,0.333333333,0.652173913,0,0.421052632,0.588235294

3,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.874370309,0.701923077,1,1,0.84375,0.1,0.55,0.75,0.181818182,0.709677419,0.794117647

4,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.785956616,0.6875,1,1,0.771428571,0.4,0.7,0.818181818,0.571428571,0.823529412,0.794117647

5,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.890922175,0.658653846,0.9,0.95,0.975609756,1,1,1,0.947368421,0.974358974,0.987654321

6,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.853706179,0.658653846,0.7,0.85,0.829268293,1,1,1,0.823529412,0.918918919,0.906666667

7,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.878071348,0.658653846,1,1,0.87804878,1,1,1,1,1,0.935064935

8,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.79860183,0.788461538,0,0,0,0,0,0,0,0,0

9,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.853294952,0.754807692,0,0,0,0,0,0,0,0,0

10,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.814228436,0.759615385,0,0,0,0,0,0,0,0,0

11,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.837359926,0.740384615,0,0,0.5,0,0,0.310344828,0,0,0.382978723

12,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.834378534,0.798076923,0,0,0,0,0,0,0,0,0

13,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.840855351,0.735576923,0,0,0.733333333,0,0,0.34375,0,0,0.468085106

14,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.772283335,0.663461538,0,1,0.75,0,0.25,0.666666667,0,0.4,0.705882353

15,TR:2000-2005&TS:2006_RF_Standardized,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',

            max_depth=50, max_features='log2', max_leaf_nodes=None,

            min_impurity_split=1e-07, min_samples_leaf=1,

            min_samples_split=10, min_weight_fraction_leaf=0.0,

            n_estimators=100, n_jobs=-1, oob_score=False,

            random_state=None, verbose=0, warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.848565848,0.725961538,0,0,0.789473684,0,0,0.454545455,0,0,0.576923077

16,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 1e-05, 'penalty': 'l1'}",0.5,0.658653846,1,1,1,1,1,1,1,1,1

17,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 1e-05, 'penalty': 'l2'}",0.802200062,0.658653846,1,1,0.780487805,1,1,1,1,1,0.876712329

18,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 0.001, 'penalty': 'l1'}",0.856122134,0.658653846,0.9,0.9,0.902439024,1,1,1,0.947368421,0.947368421,0.948717949

19,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 0.001, 'penalty': 'l2'}",0.732702786,0.653846154,0,0.615384615,0.676470588,0,0.727272727,0.884615385,0,0.666666667,0.766666667

20,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l1'}",0.482060245,0.620192308,0,0,0.333333333,0,0,0.75,0,0,0.461538462

21,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l2'}",0.347691991,0.634615385,0,1,0.416666667,0,0.333333333,0.625,0,0.5,0.5

22,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l1'}",0.424591344,0.649038462,0,0,0.090909091,0,0,0.066666667,0,0,0.076923077

23,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l2'}",0.428909222,0.649038462,0,0,0.090909091,0,0,0.066666667,0,0,0.076923077

24,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 10, 'penalty': 'l1'}",0.478976046,0.639423077,0,0,0.666666667,0,0,0.105263158,0,0,0.181818182

25,TR:2000-2005&TS:2006_LR_Standardized,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,

          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,

          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,

          verbose=0, warm_start=False)","{'C': 10, 'penalty': 'l2'}",0.449778966,0.644230769,0,0,0.3,0,0,0.176470588,0,0,0.222222222

26,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.805027244,0.658653846,0.6,0.75,0.658536585,1,1,1,0.75,0.857142857,0.794117647

27,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.875706796,0.658653846,1,1,0.87804878,1,1,1,1,1,0.935064935

28,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.804924437,0.673076923,0,0.470588235,0.631578947,0,0.727272727,0.888888889,0,0.571428571,0.738461538

29,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.835920633,0.658653846,0.6,0.8,0.780487805,1,1,1,0.75,0.888888889,0.876712329

30,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.711884445,0.658653846,1,1,0.756097561,1,1,1,1,1,0.861111111

31,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.85154724,0.658653846,0.5,0.75,0.87804878,1,1,1,0.666666667,0.857142857,0.935064935

32,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.827593297,0.639423077,1,1,0.810810811,1,1,1,1,1,0.895522388

33,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.858126863,0.658653846,0.5,0.75,0.87804878,1,1,1,0.666666667,0.857142857,0.935064935

34,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.804410404,0.697115385,0,0,0,0,0,0,0,0,0

35,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.809139509,0.711538462,0,0,0,0,0,0,0,0,0

36,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.774545081,0.649038462,0,0,0,0,0,0,0,0,0

37,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.823481032,0.725961538,0,0,0.466666667,0,0,0.259259259,0,0,0.333333333

38,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.812120901,0.745192308,0,0,0,0,0,0,0,0,0

39,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.836383263,0.701923077,0,0,0,0,0,0,0,0,0

40,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.832528015,0.682692308,0,0.8,0.769230769,0,0.285714286,0.666666667,0,0.421052632,0.714285714

41,TR:2000-2005&TS:2006_ET_Standardized,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',

           max_depth=50, max_features='log2', max_leaf_nodes=None,

           min_impurity_split=1e-07, min_samples_leaf=1,

           min_samples_split=10, min_weight_fraction_leaf=0.0,

           n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,

           verbose=0, warm_start=False)","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.822761386,0.711538462,0,0.2,0.423076923,0,0.071428571,0.458333333,0,0.105263158,0.44
